,gender,age_group,child_num,income_total,asset,edu_type,house_type,occyp_type,income_stability,family_type,family_size,emp_years,income_per_capita,hold_period,credit
10028,F,50,0,135000.0,NN,Secondary / secondary special,House / apartment,Cooking staff,2,Widow,1.0,6,0.0,37.0,2.0
10029,F,30,2,112500.0,YY,Lower secondary,House / apartment,Medicine staff,1,Married,4.0,15,0.5,29.0,2.0
10030,M,50,0,180000.0,YY,Secondary / secondary special,House / apartment,Drivers,2,Single / not married,1.0,9,0.0,9.0,1.0
10031,F,30,0,225000.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,0,0.0,19.0,1.0
10032,M,30,0,126000.0,NN,Higher education,House / apartment,Core staff,1,Single / not married,1.0,5,0.0,45.0,2.0
10033,F,50,0,126000.0,NN,Secondary / secondary special,House / apartment,Waiters/barmen staff,3,Separated,1.0,7,0.0,8.0,2.0
10034,F,60,0,103500.0,NY,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,35,0.0,14.0,1.0
10035,F,60,0,76500.0,NY,Higher education,House / apartment,Pensioner,1,Single / not married,1.0,-1000,0.0,48.0,2.0
10036,M,30,1,360000.0,NN,Higher education,House / apartment,Managers,1,Married,3.0,1,0.3333333333333333,37.0,2.0
10037,F,60,0,247500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,26.0,2.0
10038,F,50,0,180000.0,NY,Incomplete higher,House / apartment,Pensioner,1,Single / not married,1.0,-1000,0.0,39.0,2.0
10039,F,40,0,121500.0,NY,Secondary / secondary special,House / apartment,Working,2,Widow,1.0,6,0.0,10.0,1.0
10040,F,50,1,157500.0,YY,Secondary / secondary special,House / apartment,Pensioner,1,Married,3.0,-1000,0.3333333333333333,32.0,2.0
10041,F,40,1,202500.0,NY,Secondary / secondary special,House / apartment,Private service staff,2,Civil marriage,3.0,24,0.3333333333333333,60.0,0.0
10042,M,20,2,900000.0,YY,Higher education,House / apartment,Managers,1,Married,4.0,2,0.5,29.0,2.0
10043,F,40,0,99000.0,NY,Secondary / secondary special,House / apartment,Managers,1,Widow,1.0,1,0.0,1.0,1.0
10044,F,30,2,112500.0,YY,Higher education,House / apartment,High skill tech staff,1,Married,4.0,7,0.5,20.0,1.0
10045,F,40,0,135000.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Civil marriage,2.0,18,0.0,51.0,2.0
10046,F,40,2,225000.0,YY,Incomplete higher,House / apartment,State servant,1,Married,4.0,22,0.5,3.0,1.0
10047,F,50,0,135000.0,YY,Higher education,House / apartment,Sales staff,2,Married,2.0,0,0.0,3.0,0.0
10048,F,20,1,112500.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Married,3.0,7,0.3333333333333333,35.0,1.0
10049,F,50,0,56250.0,YN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,48.0,2.0
10050,F,30,1,225000.0,YN,Higher education,With parents,Laborers,3,Single / not married,2.0,14,0.5,51.0,2.0
10051,M,30,2,171000.0,NY,Higher education,With parents,Laborers,3,Married,4.0,6,0.5,18.0,0.0
10052,F,20,2,202500.0,YY,Secondary / secondary special,House / apartment,Sales staff,2,Married,4.0,1,0.5,11.0,2.0
10053,F,30,0,270000.0,YY,Secondary / secondary special,House / apartment,High skill tech staff,1,Married,2.0,4,0.0,47.0,2.0
10054,F,40,0,135000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,1.0,9,0.0,9.0,2.0
10055,M,30,1,157500.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,3.0,1,0.3333333333333333,8.0,2.0
10056,F,40,1,675000.0,NY,Higher education,House / apartment,Commercial associate,2,Married,3.0,4,0.3333333333333333,28.0,2.0
10057,F,50,0,126000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,1.0,1.0
10058,M,60,0,315000.0,YY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,20.0,2.0
10059,M,40,0,135000.0,NY,Secondary / secondary special,House / apartment,Drivers,2,Civil marriage,2.0,3,0.0,9.0,2.0
10060,M,30,0,166500.0,YY,Secondary / secondary special,House / apartment,High skill tech staff,1,Married,2.0,8,0.0,17.0,2.0
10061,M,50,2,247500.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,15,0.5,21.0,0.0
10062,F,30,1,67500.0,NY,Secondary / secondary special,House / apartment,Accountants,1,Separated,2.0,5,0.5,4.0,0.0
10063,F,30,3,405000.0,YY,Secondary / secondary special,House / apartment,Accountants,1,Married,5.0,10,0.6,22.0,2.0
10064,F,60,0,180000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,41.0,2.0
10065,F,50,1,117000.0,NY,Higher education,House / apartment,Cleaning staff,3,Married,3.0,1,0.3333333333333333,19.0,1.0
10066,F,20,2,126000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,4.0,4,0.5,1.0,1.0
10067,F,50,0,144000.0,NY,Secondary / secondary special,House / apartment,High skill tech staff,1,Married,2.0,11,0.0,18.0,2.0
10068,F,40,0,110250.0,NY,Secondary / secondary special,House / apartment,State servant,1,Married,2.0,6,0.0,43.0,2.0
10069,F,60,0,225000.0,NY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,40.0,0.0
10070,F,40,0,180000.0,NY,Secondary / secondary special,House / apartment,Medicine staff,1,Married,2.0,3,0.0,37.0,1.0
10071,F,40,2,157500.0,YY,Secondary / secondary special,House / apartment,High skill tech staff,1,Married,4.0,18,0.5,45.0,2.0
10072,M,50,0,112500.0,NY,Secondary / secondary special,House / apartment,Drivers,2,Married,2.0,9,0.0,8.0,2.0
10073,F,40,1,67500.0,YN,Secondary / secondary special,House / apartment,Core staff,1,Married,3.0,3,0.3333333333333333,58.0,2.0
10074,F,40,0,135000.0,YY,Higher education,House / apartment,Working,2,Married,2.0,13,0.0,56.0,0.0
10075,M,30,0,202500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,13,0.0,32.0,1.0
10076,F,50,0,135000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,21.0,2.0
10077,M,50,0,180000.0,NY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,57.0,0.0
10078,F,40,0,225000.0,NY,Higher education,House / apartment,Managers,1,Married,2.0,8,0.0,58.0,2.0
10079,M,40,0,180000.0,YY,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,8,0.0,38.0,2.0
10080,M,30,0,157500.0,NN,Secondary / secondary special,House / apartment,Security staff,2,Married,2.0,7,0.0,16.0,2.0
10081,F,30,1,270000.0,YY,Academic degree,House / apartment,Sales staff,2,Married,3.0,2,0.3333333333333333,33.0,2.0
10082,M,30,1,225000.0,NN,Secondary / secondary special,House / apartment,Commercial associate,2,Married,3.0,2,0.3333333333333333,54.0,2.0
10083,F,60,0,153000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Single / not married,1.0,-1000,0.0,45.0,2.0
10084,F,30,0,135000.0,NN,Higher education,House / apartment,Working,2,Married,2.0,6,0.0,28.0,1.0
10085,M,50,1,225000.0,YN,Secondary / secondary special,House / apartment,Drivers,2,Married,3.0,6,0.3333333333333333,41.0,2.0
10086,F,50,0,148500.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,13,0.0,4.0,1.0
10087,F,20,1,121500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,0,0.3333333333333333,30.0,0.0
10088,F,20,1,207000.0,YY,Higher education,House / apartment,Accountants,1,Married,3.0,6,0.3333333333333333,8.0,2.0
10089,M,50,0,112500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,2,0.0,-0.0,1.0
10090,F,30,0,45000.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,2,0.0,8.0,2.0
10091,F,40,2,112500.0,NY,Higher education,House / apartment,Core staff,1,Married,4.0,5,0.5,21.0,1.0
10092,F,20,0,270000.0,YY,Higher education,House / apartment,Managers,1,Married,2.0,2,0.0,4.0,0.0
10093,M,30,1,405000.0,YN,Higher education,House / apartment,Managers,1,Married,3.0,2,0.3333333333333333,24.0,2.0
10094,F,30,2,180000.0,NN,Higher education,House / apartment,Managers,1,Married,4.0,14,0.5,22.0,2.0
10095,F,40,0,180000.0,NY,Lower secondary,House / apartment,Cleaning staff,3,Married,2.0,13,0.0,3.0,1.0
10096,F,40,0,90000.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,20,0.0,30.0,2.0
10097,F,30,0,292500.0,NY,Higher education,House / apartment,Managers,1,Civil marriage,2.0,14,0.0,15.0,2.0
10098,F,30,1,67500.0,NY,Secondary / secondary special,House / apartment,Accountants,1,Married,3.0,0,0.3333333333333333,2.0,1.0
10099,F,50,0,198000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Separated,1.0,-1000,0.0,26.0,2.0
10100,M,30,0,90000.0,NN,Secondary / secondary special,Municipal apartment,Laborers,3,Married,2.0,7,0.0,17.0,0.0
10101,M,50,0,157500.0,NN,Secondary / secondary special,House / apartment,Low-skill Laborers,3,Married,2.0,14,0.0,42.0,2.0
10102,M,30,0,135000.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,4,0.0,44.0,2.0
10103,M,40,0,765000.0,YN,Higher education,House / apartment,Managers,1,Married,2.0,3,0.0,13.0,2.0
10104,F,30,1,112500.0,NY,Secondary / secondary special,Office apartment,Sales staff,2,Single / not married,2.0,4,0.5,60.0,2.0
10105,F,20,1,135000.0,NY,Higher education,House / apartment,Core staff,1,Married,3.0,7,0.3333333333333333,8.0,1.0
10106,F,30,1,108000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,3.0,3,0.3333333333333333,18.0,1.0
10107,F,60,0,112500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,41.0,2.0
10108,F,20,1,225000.0,NY,Higher education,House / apartment,Sales staff,2,Civil marriage,3.0,6,0.3333333333333333,43.0,2.0
10109,F,40,0,99000.0,YN,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,12,0.0,40.0,2.0
10110,F,30,0,157500.0,YY,Higher education,House / apartment,Core staff,1,Civil marriage,2.0,3,0.0,47.0,2.0
10111,F,40,1,112500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Separated,2.0,25,0.5,19.0,2.0
10112,F,30,0,112500.0,YN,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,6,0.0,33.0,2.0
10113,F,50,0,202500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Separated,1.0,33,0.0,38.0,1.0
10114,F,60,0,157500.0,NY,Higher education,House / apartment,Laborers,3,Single / not married,1.0,29,0.0,21.0,1.0
10115,F,30,0,135000.0,NN,Secondary / secondary special,House / apartment,High skill tech staff,1,Married,2.0,13,0.0,56.0,0.0
10116,F,30,2,180000.0,NN,Secondary / secondary special,House / apartment,Managers,1,Married,4.0,0,0.5,50.0,2.0
10117,F,50,0,225000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Widow,1.0,5,0.0,20.0,1.0
10118,F,40,0,270000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,1.0,26,0.0,44.0,2.0
10119,F,30,2,67500.0,NN,Secondary / secondary special,Municipal apartment,Core staff,1,Married,4.0,0,0.5,40.0,2.0
10120,F,60,0,72000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,4.0,2.0
10121,F,40,0,112500.0,NN,Secondary / secondary special,House / apartment,Accountants,1,Married,2.0,2,0.0,12.0,1.0
10122,F,50,0,74250.0,NN,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,8,0.0,20.0,2.0
10123,F,40,0,270000.0,NN,Higher education,House / apartment,Managers,1,Married,2.0,22,0.0,3.0,1.0
10124,F,60,0,103500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,44.0,2.0
10125,F,40,0,112500.0,YY,Secondary / secondary special,House / apartment,Cooking staff,2,Married,2.0,2,0.0,4.0,1.0
10126,F,30,0,40500.0,NY,Secondary / secondary special,House / apartment,Cleaning staff,3,Married,2.0,13,0.0,40.0,2.0
10127,F,50,0,126000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,7.0,0.0
10128,F,30,1,175500.0,YN,Secondary / secondary special,Municipal apartment,Laborers,3,Single / not married,2.0,13,0.5,43.0,2.0
10129,M,40,1,207000.0,NN,Higher education,Office apartment,Core staff,1,Married,3.0,7,0.3333333333333333,20.0,2.0
10130,M,30,0,90000.0,NN,Secondary / secondary special,Municipal apartment,Laborers,3,Married,2.0,7,0.0,7.0,2.0
10131,F,60,0,112500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,27.0,2.0
10132,F,60,0,193500.0,NY,Incomplete higher,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,49.0,1.0
10133,M,30,0,225000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Civil marriage,2.0,6,0.0,11.0,2.0
10134,M,30,0,148500.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Civil marriage,2.0,9,0.0,15.0,2.0
10135,M,30,2,247500.0,YN,Secondary / secondary special,With parents,Drivers,2,Married,4.0,0,0.5,9.0,1.0
10136,F,30,3,103500.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,5.0,13,0.6,28.0,2.0
10137,F,60,0,62100.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,19.0,2.0
10138,M,40,2,225000.0,NN,Higher education,House / apartment,Laborers,3,Civil marriage,4.0,8,0.5,5.0,2.0
10139,F,40,0,90000.0,NN,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,2,0.0,6.0,2.0
10140,F,50,0,103500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,17.0,2.0
10141,F,20,1,112500.0,NN,Secondary / secondary special,House / apartment,Sales staff,2,Married,3.0,1,0.3333333333333333,17.0,2.0
10142,M,30,1,112500.0,NY,Higher education,House / apartment,Working,2,Married,3.0,14,0.3333333333333333,40.0,2.0
10143,M,40,0,135000.0,NY,Secondary / secondary special,House / apartment,Security staff,2,Married,2.0,0,0.0,13.0,2.0
10144,M,50,1,135000.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,5,0.3333333333333333,26.0,2.0
10145,F,60,0,157500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,23.0,1.0
10146,F,20,0,81000.0,NY,Secondary / secondary special,House / apartment,Medicine staff,1,Single / not married,1.0,7,0.0,15.0,2.0
10147,F,40,0,99000.0,NN,Secondary / secondary special,House / apartment,Core staff,1,Single / not married,1.0,1,0.0,40.0,0.0
10148,F,60,0,103500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,41.0,2.0
10149,F,50,0,225000.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,0,0.0,41.0,2.0
10150,F,30,2,126000.0,YY,Incomplete higher,House / apartment,Core staff,1,Married,4.0,0,0.5,25.0,2.0
10151,M,30,2,184500.0,YN,Higher education,House / apartment,Drivers,2,Married,4.0,2,0.5,14.0,2.0
10152,F,60,0,103500.0,YY,Higher education,House / apartment,Pensioner,1,Civil marriage,2.0,-1000,0.0,29.0,2.0
10153,F,50,0,67500.0,YY,Incomplete higher,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,54.0,2.0
10154,F,60,0,189000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,4.0,0.0
10155,F,20,0,121500.0,NY,Higher education,House / apartment,Secretaries,2,Married,2.0,6,0.0,16.0,2.0
10156,F,50,0,208350.0,NN,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,3.0,1.0
10157,F,40,0,166500.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,0,0.0,47.0,2.0
10158,M,50,2,243000.0,YY,Higher education,Office apartment,Pensioner,1,Married,4.0,-1000,0.5,14.0,2.0
10159,F,50,0,47250.0,NY,Secondary / secondary special,Municipal apartment,Pensioner,1,Married,2.0,-1000,0.0,51.0,2.0
10160,F,60,0,180000.0,NY,Higher education,House / apartment,Pensioner,1,Single / not married,1.0,-1000,0.0,59.0,0.0
10161,F,30,0,157500.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Civil marriage,2.0,6,0.0,23.0,1.0
10162,F,30,4,171000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,6.0,5,0.6666666666666666,8.0,0.0
10163,M,40,1,202500.0,NY,Secondary / secondary special,House / apartment,Commercial associate,2,Married,3.0,11,0.3333333333333333,38.0,2.0
10164,F,50,0,81000.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,14,0.0,16.0,1.0
10165,F,60,0,157500.0,NY,Higher education,House / apartment,Laborers,3,Single / not married,1.0,29,0.0,3.0,1.0
10166,F,40,0,193500.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,1.0,4,0.0,3.0,1.0
10167,F,20,0,139500.0,NY,Higher education,With parents,Working,2,Married,2.0,1,0.0,9.0,2.0
10168,F,30,0,135000.0,NY,Secondary / secondary special,House / apartment,Cooking staff,2,Married,2.0,6,0.0,16.0,1.0
10169,F,50,0,225000.0,YY,Incomplete higher,House / apartment,Managers,1,Married,2.0,32,0.0,55.0,2.0
10170,F,50,0,112500.0,NY,Secondary / secondary special,House / apartment,Accountants,1,Married,2.0,11,0.0,51.0,2.0
10171,F,40,1,117000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,3.0,1,0.3333333333333333,55.0,1.0
10172,F,50,0,450000.0,NY,Higher education,House / apartment,Core staff,1,Single / not married,1.0,8,0.0,49.0,2.0
10173,F,60,0,103500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,18.0,1.0
10174,F,40,0,157500.0,NN,Higher education,House / apartment,Sales staff,2,Single / not married,1.0,2,0.0,-0.0,1.0
10175,F,50,0,144000.0,NN,Secondary / secondary special,House / apartment,Working,2,Married,2.0,12,0.0,22.0,2.0
10176,F,30,0,202500.0,NN,Higher education,House / apartment,Managers,1,Single / not married,1.0,5,0.0,29.0,1.0
10177,F,50,0,108000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,1.0,23,0.0,43.0,2.0
10178,M,60,0,450000.0,NY,Secondary / secondary special,House / apartment,Security staff,2,Married,2.0,5,0.0,30.0,1.0
10179,F,40,1,247500.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Civil marriage,3.0,3,0.3333333333333333,20.0,2.0
10180,F,60,0,54000.0,YN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,25.0,2.0
10181,F,60,0,126000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,43.0,0.0
10182,F,60,0,94500.0,NY,Lower secondary,House / apartment,Pensioner,1,Separated,1.0,-1000,0.0,18.0,0.0
10183,F,30,0,112500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,1,0.0,13.0,2.0
10184,F,30,1,135000.0,NY,Higher education,House / apartment,Accountants,1,Married,3.0,1,0.3333333333333333,9.0,0.0
10185,F,60,0,81000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,49.0,2.0
10186,F,30,0,135000.0,NY,Higher education,House / apartment,Accountants,1,Married,2.0,9,0.0,45.0,0.0
10187,F,50,0,157500.0,YY,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,6,0.0,9.0,0.0
10188,M,50,0,135000.0,YN,Secondary / secondary special,House / apartment,Drivers,2,Married,2.0,0,0.0,41.0,2.0
10189,M,40,0,90000.0,NY,Secondary / secondary special,House / apartment,Low-skill Laborers,3,Single / not married,1.0,1,0.0,49.0,0.0
10190,M,30,1,180000.0,NY,Secondary / secondary special,House / apartment,Drivers,2,Single / not married,2.0,5,0.5,39.0,1.0
10191,F,60,0,225000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Civil marriage,2.0,-1000,0.0,15.0,2.0
10192,F,30,0,135000.0,NN,Secondary / secondary special,House / apartment,Working,2,Married,2.0,5,0.0,56.0,2.0
10193,F,40,0,382500.0,YN,Higher education,House / apartment,Working,2,Married,2.0,10,0.0,41.0,2.0
10194,F,50,0,90000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,47.0,2.0
10195,F,60,0,40500.0,NY,Lower secondary,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,11.0,1.0
10196,M,20,2,180000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,6,0.5,36.0,2.0
10197,M,20,0,315000.0,NY,Higher education,House / apartment,Laborers,3,Single / not married,1.0,1,0.0,16.0,1.0
10198,F,30,1,157500.0,NY,Secondary / secondary special,House / apartment,Waiters/barmen staff,3,Single / not married,2.0,3,0.5,40.0,1.0
10199,F,40,0,90000.0,NN,Secondary / secondary special,House / apartment,Medicine staff,1,Civil marriage,2.0,3,0.0,7.0,2.0
10200,M,30,0,225000.0,YN,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,0,0.0,2.0,0.0
10201,F,40,0,157500.0,YY,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,14,0.0,16.0,2.0
10202,F,50,0,315000.0,YN,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,11,0.0,57.0,2.0
10203,F,50,0,112500.0,NY,Secondary / secondary special,House / apartment,Accountants,1,Married,2.0,11,0.0,34.0,2.0
10204,M,50,0,180000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,4,0.0,24.0,2.0
10205,F,50,0,121500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,42.0,2.0
10206,F,40,2,225000.0,YY,Higher education,House / apartment,Medicine staff,1,Married,4.0,12,0.5,23.0,2.0
10207,M,30,0,180000.0,YY,Higher education,With parents,Laborers,3,Married,2.0,4,0.0,33.0,2.0
10208,M,60,0,256500.0,YN,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,32.0,1.0
10209,M,20,0,157500.0,YN,Incomplete higher,With parents,Drivers,2,Married,2.0,2,0.0,19.0,1.0
10210,F,30,1,157500.0,YY,Secondary / secondary special,House / apartment,Cooking staff,2,Married,3.0,16,0.3333333333333333,41.0,2.0
10211,M,50,0,945000.0,NY,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,5,0.0,5.0,2.0
10212,F,30,0,157500.0,YY,Higher education,House / apartment,Sales staff,2,Married,2.0,2,0.0,30.0,2.0
10213,F,30,1,135000.0,YY,Secondary / secondary special,House / apartment,Sales staff,2,Separated,2.0,1,0.5,31.0,1.0
10214,F,30,1,112500.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,3,0.3333333333333333,5.0,2.0
10215,M,20,0,180000.0,YY,Higher education,House / apartment,High skill tech staff,1,Married,2.0,1,0.0,47.0,2.0
10216,M,20,0,247500.0,NN,Secondary / secondary special,Municipal apartment,Drivers,2,Married,2.0,2,0.0,23.0,2.0
10217,F,40,0,180000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,15,0.0,15.0,0.0
10218,M,40,0,315000.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,14,0.0,30.0,2.0
10219,M,40,2,270000.0,YY,Higher education,House / apartment,Managers,1,Married,4.0,1,0.5,36.0,2.0
10220,F,50,0,202500.0,YY,Higher education,House / apartment,Laborers,3,Married,2.0,2,0.0,22.0,2.0
10221,F,60,0,90000.0,YY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,25.0,1.0
10222,F,30,0,180000.0,NY,Secondary / secondary special,House / apartment,High skill tech staff,1,Single / not married,1.0,2,0.0,44.0,2.0
10223,F,50,0,144000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,29,0.0,8.0,0.0
10224,F,20,1,135000.0,NY,Higher education,House / apartment,Accountants,1,Married,3.0,8,0.3333333333333333,27.0,2.0
10225,F,50,0,225000.0,NY,Secondary / secondary special,House / apartment,Working,2,Single / not married,1.0,13,0.0,27.0,2.0
10226,F,60,0,54000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,40.0,0.0
10227,M,50,0,135000.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Civil marriage,2.0,1,0.0,19.0,2.0
10228,M,30,0,225000.0,NN,Higher education,With parents,Managers,1,Married,2.0,13,0.0,38.0,2.0
10229,F,50,0,99000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,9,0.0,24.0,2.0
10230,F,30,1,121500.0,NY,Higher education,House / apartment,Accountants,1,Married,3.0,8,0.3333333333333333,46.0,1.0
10231,M,60,0,180000.0,YY,Secondary / secondary special,House / apartment,Pensioner,1,Separated,1.0,-1000,0.0,36.0,1.0
10232,M,20,2,225000.0,YN,Higher education,With parents,High skill tech staff,1,Married,4.0,4,0.5,41.0,2.0
10233,F,30,1,166500.0,YY,Higher education,House / apartment,Core staff,1,Married,3.0,1,0.3333333333333333,9.0,2.0
10234,F,30,1,45000.0,NN,Secondary / secondary special,House / apartment,Sales staff,2,Married,3.0,1,0.3333333333333333,48.0,2.0
10235,F,30,1,180000.0,NN,Higher education,House / apartment,Core staff,1,Married,3.0,6,0.3333333333333333,27.0,2.0
10236,M,20,0,157500.0,YN,Higher education,House / apartment,Laborers,3,Married,2.0,2,0.0,2.0,0.0
10237,F,50,0,112500.0,NN,Secondary / secondary special,House / apartment,Commercial associate,2,Married,2.0,15,0.0,59.0,2.0
10238,M,30,0,238500.0,YY,Higher education,With parents,Laborers,3,Married,2.0,7,0.0,5.0,0.0
10239,F,30,2,112500.0,NY,Secondary / secondary special,House / apartment,Cooking staff,2,Married,4.0,0,0.5,55.0,2.0
10240,F,60,0,67500.0,NY,Lower secondary,House / apartment,Pensioner,1,Single / not married,1.0,-1000,0.0,53.0,2.0
10241,F,20,1,180000.0,NN,Secondary / secondary special,Municipal apartment,Sales staff,2,Civil marriage,3.0,4,0.3333333333333333,18.0,0.0
10242,M,20,0,135000.0,NY,Secondary / secondary special,Rented apartment,State servant,1,Married,2.0,6,0.0,14.0,1.0
10243,F,30,1,90000.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,3.0,7,0.3333333333333333,23.0,2.0
10244,F,50,0,126000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,-0.0,0.0
10245,F,40,0,283500.0,NY,Secondary / secondary special,House / apartment,Private service staff,2,Married,2.0,6,0.0,2.0,0.0
10246,F,30,1,90000.0,YY,Higher education,Municipal apartment,Commercial associate,2,Married,3.0,6,0.3333333333333333,11.0,2.0
10247,F,40,0,112500.0,NY,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,6,0.0,41.0,1.0
10248,F,30,0,225000.0,YN,Secondary / secondary special,House / apartment,Sales staff,2,Widow,1.0,1,0.0,27.0,0.0
10249,M,50,0,225000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,2,0.0,1.0,1.0
10250,F,40,0,225000.0,YY,Higher education,House / apartment,Core staff,1,Married,2.0,4,0.0,7.0,2.0
10251,M,40,0,247500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,6,0.0,29.0,1.0
