,gender,age_group,child_num,income_total,asset,edu_type,house_type,occyp_type,income_stability,email,work_phone,family_type,family_size,emp_years,income_per_capita,hold_period,credit,income_total_label,income_per_capita_label
15265,M,30,3,494100.0,1,Higher education,House / apartment,Managers,1,0,0,Married,5.0,5,98820.0,17.0,1.0,10,2.0
15266,F,30,1,157500.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Married,3.0,0,52500.0,36.0,0.0,5,1.6666666666666667
15267,F,40,0,405000.0,1,Higher education,House / apartment,Working,2,0,0,Married,2.0,20,202500.0,5.0,0.0,8,4.0
15268,F,60,0,90000.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Widow,1.0,-1000,90000.0,12.0,2.0,2,2.0
15269,F,20,0,135000.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Single / not married,1.0,2,135000.0,2.0,0.0,3,3.0
15270,F,30,0,135000.0,0,Secondary / secondary special,House / apartment,Working,2,0,0,Single / not married,1.0,12,135000.0,11.0,2.0,3,3.0
15271,M,30,1,135000.0,1,Higher education,House / apartment,Laborers,3,0,0,Married,3.0,2,45000.0,2.0,1.0,3,1.0
15272,F,40,0,175500.0,2,Higher education,House / apartment,Commercial associate,2,1,0,Married,2.0,9,87750.0,20.0,2.0,5,2.5
15273,M,30,0,112500.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,1,Married,2.0,10,56250.0,29.0,1.0,3,1.5
15274,M,30,0,135000.0,2,Secondary / secondary special,Rented apartment,Drivers,2,0,0,Civil marriage,2.0,2,67500.0,23.0,2.0,3,1.5
15275,F,30,1,225000.0,0,Secondary / secondary special,House / apartment,Accountants,1,1,0,Single / not married,2.0,2,112500.0,56.0,2.0,6,3.0
15276,F,20,0,261000.0,1,Secondary / secondary special,House / apartment,Laborers,3,1,0,Single / not married,1.0,2,261000.0,20.0,2.0,7,7.0
15277,M,30,0,270000.0,1,Secondary / secondary special,House / apartment,Core staff,1,0,0,Married,2.0,5,135000.0,31.0,0.0,7,3.5
15278,F,30,2,90000.0,1,Higher education,House / apartment,Drivers,2,0,0,Married,4.0,12,22500.0,18.0,2.0,2,0.5
15279,M,50,0,135000.0,1,Secondary / secondary special,House / apartment,Drivers,2,1,0,Married,2.0,13,67500.0,47.0,2.0,3,1.5
15280,F,50,0,292500.0,1,Secondary / secondary special,House / apartment,Medicine staff,1,0,0,Married,2.0,38,146250.0,13.0,2.0,7,3.5
15281,M,30,0,337500.0,0,Higher education,House / apartment,Working,2,0,0,Married,2.0,6,168750.0,2.0,1.0,8,4.0
15282,F,40,1,175500.0,1,Secondary / secondary special,House / apartment,Cleaning staff,3,0,1,Married,3.0,0,58500.0,39.0,2.0,5,1.6666666666666667
15283,M,30,0,130500.0,0,Secondary / secondary special,With parents,Laborers,3,0,0,Single / not married,1.0,9,130500.0,19.0,1.0,3,3.0
15284,M,50,0,103500.0,2,Secondary / secondary special,House / apartment,Working,2,0,0,Married,2.0,3,51750.0,11.0,2.0,2,1.0
15285,F,60,0,247500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Single / not married,1.0,-1000,247500.0,9.0,2.0,7,7.0
15286,F,40,0,315000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Separated,1.0,9,315000.0,29.0,0.0,8,8.0
15287,F,30,2,157500.0,1,Higher education,House / apartment,High skill tech staff,1,0,0,Married,4.0,0,39375.0,40.0,2.0,5,1.25
15288,M,40,0,337500.0,2,Secondary / secondary special,House / apartment,Working,2,0,0,Married,2.0,15,168750.0,34.0,2.0,8,4.0
15289,F,50,0,126000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,9,63000.0,8.0,1.0,3,1.5
15290,M,20,0,225000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,1,112500.0,26.0,2.0,6,3.0
15291,F,50,0,112500.0,0,Higher education,With parents,Accountants,1,0,0,Married,2.0,4,56250.0,1.0,0.0,3,1.5
15292,F,50,0,162000.0,2,Secondary / secondary special,House / apartment,Managers,1,0,0,Civil marriage,2.0,1,81000.0,21.0,2.0,5,2.5
15293,F,50,0,180000.0,1,Secondary / secondary special,House / apartment,Medicine staff,1,0,0,Married,2.0,31,90000.0,60.0,2.0,5,2.5
15294,F,60,0,202500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,101250.0,24.0,2.0,5,2.5
15295,M,60,0,162000.0,2,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,81000.0,20.0,2.0,5,2.5
15296,F,30,1,180000.0,2,Secondary / secondary special,House / apartment,Private service staff,2,0,0,Single / not married,2.0,3,90000.0,41.0,0.0,5,2.5
15297,M,40,0,119250.0,1,Secondary / secondary special,House / apartment,Drivers,2,1,0,Civil marriage,2.0,1,59625.0,48.0,2.0,3,1.5
15298,M,60,0,292500.0,2,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,146250.0,3.0,1.0,7,3.5
15299,F,30,2,180000.0,1,Higher education,House / apartment,Working,2,0,1,Married,4.0,1,45000.0,33.0,2.0,5,1.25
15300,M,20,0,360000.0,2,Incomplete higher,House / apartment,Sales staff,2,0,1,Married,2.0,0,180000.0,5.0,2.0,8,4.0
15301,F,50,0,90000.0,1,Secondary / secondary special,House / apartment,Private service staff,2,0,0,Single / not married,1.0,3,90000.0,12.0,2.0,2,2.0
15302,F,30,0,225000.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,11,112500.0,8.0,2.0,6,3.0
15303,F,30,0,157500.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Single / not married,1.0,0,157500.0,4.0,1.0,5,5.0
15304,M,20,0,135000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,1,Married,2.0,6,67500.0,46.0,2.0,3,1.5
15305,F,50,0,270000.0,2,Higher education,House / apartment,Accountants,1,0,0,Married,2.0,15,135000.0,44.0,0.0,7,3.5
15306,M,20,2,211500.0,2,Secondary / secondary special,House / apartment,Working,2,0,0,Married,4.0,8,52875.0,38.0,1.0,6,1.5
15307,M,30,2,180000.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,0,Civil marriage,4.0,13,45000.0,29.0,2.0,5,1.25
15308,F,20,0,94500.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Civil marriage,2.0,3,47250.0,18.0,2.0,2,1.0
15309,F,30,2,90000.0,2,Higher education,House / apartment,Core staff,1,0,0,Married,4.0,1,22500.0,7.0,2.0,2,0.5
15310,F,60,0,130500.0,1,Secondary / secondary special,Municipal apartment,Pensioner,1,0,0,Married,2.0,-1000,65250.0,1.0,0.0,3,1.5
15311,F,30,1,112500.0,0,Higher education,With parents,Laborers,3,1,0,Civil marriage,3.0,14,37500.0,51.0,2.0,3,1.0
15312,F,50,0,112500.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Married,2.0,5,56250.0,10.0,2.0,3,1.5
15313,F,40,0,247500.0,2,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Married,2.0,3,123750.0,34.0,2.0,7,3.5
15314,F,20,1,135000.0,2,Secondary / secondary special,With parents,Private service staff,2,0,0,Married,3.0,0,45000.0,18.0,1.0,3,1.0
15315,F,60,0,180000.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,90000.0,11.0,2.0,5,2.5
15316,F,40,0,247500.0,1,Secondary / secondary special,House / apartment,Medicine staff,1,0,0,Married,2.0,23,123750.0,53.0,2.0,7,3.5
15317,M,20,0,270000.0,2,Secondary / secondary special,House / apartment,Commercial associate,2,1,1,Civil marriage,2.0,2,135000.0,11.0,2.0,7,3.5
15318,F,30,0,112500.0,0,Secondary / secondary special,House / apartment,State servant,1,0,1,Married,2.0,18,56250.0,21.0,2.0,3,1.5
15319,M,60,0,135000.0,2,Higher education,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,67500.0,15.0,2.0,3,1.5
15320,M,50,0,90000.0,1,Secondary / secondary special,House / apartment,Drivers,2,0,1,Married,2.0,4,45000.0,5.0,0.0,2,1.0
15321,F,30,0,135000.0,2,Higher education,House / apartment,Accountants,1,0,1,Married,2.0,7,67500.0,29.0,1.0,3,1.5
15322,F,30,1,270000.0,2,Academic degree,House / apartment,Sales staff,2,0,0,Married,3.0,2,90000.0,26.0,0.0,7,2.3333333333333335
15323,M,40,2,135000.0,1,Secondary / secondary special,House / apartment,Security staff,2,0,0,Married,4.0,1,33750.0,21.0,2.0,3,0.75
15324,F,30,0,180000.0,0,Higher education,House / apartment,Sales staff,2,0,1,Married,2.0,8,90000.0,27.0,1.0,5,2.5
15325,F,20,0,315000.0,2,Incomplete higher,House / apartment,Core staff,1,0,0,Single / not married,1.0,3,315000.0,26.0,2.0,8,8.0
15326,M,40,0,225000.0,1,Secondary / secondary special,House / apartment,Managers,1,0,0,Single / not married,1.0,3,225000.0,10.0,2.0,6,6.0
15327,F,60,0,247500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,123750.0,21.0,2.0,7,3.5
15328,F,30,0,112500.0,1,Secondary / secondary special,House / apartment,Cooking staff,2,0,1,Married,2.0,20,56250.0,36.0,2.0,3,1.5
15329,F,50,0,225000.0,1,Secondary / secondary special,House / apartment,Pensioner,1,1,0,Widow,1.0,-1000,225000.0,15.0,0.0,6,6.0
15330,F,50,0,85500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,1,0,Married,2.0,-1000,42750.0,23.0,2.0,2,1.0
15331,F,50,0,45000.0,1,Secondary / secondary special,House / apartment,Working,2,0,1,Married,2.0,4,22500.0,37.0,2.0,1,0.5
15332,F,50,0,112500.0,1,Secondary / secondary special,Municipal apartment,Working,2,0,0,Married,2.0,10,56250.0,29.0,2.0,3,1.5
15333,F,50,0,157500.0,2,Higher education,House / apartment,Working,2,0,0,Single / not married,1.0,10,157500.0,54.0,2.0,5,5.0
15334,F,40,0,135000.0,2,Secondary / secondary special,House / apartment,High skill tech staff,1,1,0,Married,2.0,5,67500.0,24.0,2.0,3,1.5
15335,M,40,3,135000.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,5.0,-1000,27000.0,13.0,1.0,3,0.6
15336,F,30,0,292500.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,15,146250.0,17.0,2.0,7,3.5
15337,M,50,0,112500.0,1,Secondary / secondary special,House / apartment,Working,2,0,0,Married,2.0,6,56250.0,18.0,2.0,3,1.5
15338,M,50,0,202500.0,0,Secondary / secondary special,Municipal apartment,Laborers,3,0,0,Married,2.0,9,101250.0,19.0,0.0,5,2.5
15339,M,20,1,225000.0,2,Higher education,House / apartment,Laborers,3,0,0,Single / not married,2.0,0,112500.0,5.0,1.0,6,3.0
15340,M,50,0,112500.0,2,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,56250.0,40.0,2.0,3,1.5
15341,M,30,0,225000.0,2,Higher education,House / apartment,Commercial associate,2,1,0,Single / not married,1.0,2,225000.0,22.0,2.0,6,6.0
15342,M,30,1,405000.0,0,Secondary / secondary special,With parents,Drivers,2,0,0,Married,3.0,3,135000.0,47.0,2.0,8,2.6666666666666665
15343,F,20,1,90000.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Married,3.0,0,30000.0,3.0,1.0,2,0.6666666666666666
15344,F,20,1,135000.0,0,Higher education,House / apartment,Managers,1,0,1,Married,3.0,2,45000.0,19.0,1.0,3,1.0
15345,F,20,0,112500.0,0,Incomplete higher,House / apartment,Commercial associate,2,0,0,Married,2.0,6,56250.0,28.0,2.0,3,1.5
15346,F,40,0,180000.0,1,Secondary / secondary special,House / apartment,Core staff,1,0,1,Civil marriage,2.0,20,90000.0,34.0,0.0,5,2.5
15347,F,30,1,135000.0,0,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Married,3.0,0,45000.0,1.0,1.0,3,1.0
15348,M,30,1,562500.0,1,Incomplete higher,House / apartment,Working,2,0,1,Married,3.0,15,187500.0,30.0,1.0,10,3.3333333333333335
15349,F,30,0,112500.0,1,Higher education,House / apartment,Sales staff,2,1,0,Civil marriage,2.0,6,56250.0,23.0,2.0,3,1.5
15350,F,30,1,67500.0,2,Secondary / secondary special,House / apartment,Cooking staff,2,1,0,Married,3.0,4,22500.0,8.0,2.0,1,0.3333333333333333
15351,F,50,0,180000.0,1,Higher education,House / apartment,Core staff,1,0,0,Married,2.0,28,90000.0,25.0,0.0,5,2.5
15352,M,30,0,180000.0,2,Secondary / secondary special,House / apartment,Managers,1,0,1,Married,2.0,7,90000.0,48.0,2.0,5,2.5
15353,M,30,0,157500.0,0,Higher education,House / apartment,Core staff,1,0,0,Married,2.0,10,78750.0,53.0,1.0,5,2.5
15354,M,50,0,495000.0,1,Secondary / secondary special,House / apartment,Pensioner,1,1,0,Married,2.0,-1000,247500.0,4.0,2.0,10,5.0
15355,M,30,1,180000.0,2,Secondary / secondary special,House / apartment,Working,2,0,0,Civil marriage,3.0,8,60000.0,6.0,2.0,5,1.6666666666666667
15356,F,30,0,247500.0,1,Higher education,House / apartment,Core staff,1,1,0,Single / not married,1.0,5,247500.0,36.0,2.0,7,7.0
15357,F,30,1,270000.0,1,Secondary / secondary special,Municipal apartment,Sales staff,2,0,0,Civil marriage,3.0,4,90000.0,6.0,0.0,7,2.3333333333333335
15358,M,30,1,292500.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Separated,2.0,2,146250.0,19.0,2.0,7,3.5
15359,M,50,0,153000.0,2,Secondary / secondary special,House / apartment,Drivers,2,0,1,Civil marriage,2.0,4,76500.0,18.0,2.0,4,2.0
15360,M,50,0,135000.0,2,Higher education,House / apartment,Laborers,3,0,1,Civil marriage,2.0,1,67500.0,19.0,2.0,3,1.5
15361,M,20,2,225000.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,4.0,9,56250.0,12.0,2.0,6,1.5
15362,F,40,0,247500.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,12,123750.0,46.0,2.0,7,3.5
15363,F,50,0,76500.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,1,Widow,1.0,32,76500.0,12.0,2.0,1,1.0
15364,F,40,1,270000.0,0,Secondary / secondary special,House / apartment,Core staff,1,0,0,Separated,2.0,2,135000.0,4.0,1.0,7,3.5
15365,F,50,0,157500.0,0,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,78750.0,10.0,2.0,5,2.5
15366,F,30,1,135000.0,2,Higher education,House / apartment,Accountants,1,0,0,Civil marriage,3.0,0,45000.0,57.0,2.0,3,1.0
15367,F,60,0,99000.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Married,2.0,0,49500.0,5.0,2.0,2,1.0
15368,F,30,1,135000.0,1,Secondary / secondary special,House / apartment,Cooking staff,2,0,0,Married,3.0,4,45000.0,25.0,1.0,3,1.0
15369,M,20,0,81000.0,1,Higher education,House / apartment,Laborers,3,0,0,Single / not married,1.0,5,81000.0,24.0,2.0,2,2.0
15370,F,30,2,270000.0,2,Higher education,House / apartment,Managers,1,0,0,Married,4.0,1,67500.0,58.0,2.0,7,1.75
15371,F,20,1,112500.0,1,Higher education,House / apartment,Laborers,3,0,0,Married,3.0,3,37500.0,9.0,2.0,3,1.0
15372,M,20,1,135000.0,1,Secondary / secondary special,House / apartment,Drivers,2,0,1,Married,3.0,2,45000.0,22.0,1.0,3,1.0
15373,F,50,0,180000.0,0,Secondary / secondary special,Municipal apartment,Pensioner,1,0,0,Married,2.0,-1000,90000.0,5.0,1.0,5,2.5
15374,M,30,0,157500.0,0,Secondary / secondary special,Rented apartment,Laborers,3,0,1,Married,2.0,9,78750.0,24.0,2.0,5,2.5
15375,F,50,0,198000.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Separated,1.0,-1000,198000.0,38.0,2.0,5,5.0
15376,M,30,2,225000.0,2,Higher education,House / apartment,Drivers,2,0,0,Married,4.0,2,56250.0,46.0,1.0,6,1.5
15377,F,50,0,81000.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,40500.0,39.0,2.0,2,1.0
15378,F,60,0,157500.0,0,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Separated,1.0,-1000,157500.0,14.0,2.0,5,5.0
15379,F,40,1,247500.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,3.0,8,82500.0,54.0,2.0,7,2.3333333333333335
15380,M,50,0,157500.0,1,Higher education,House / apartment,Laborers,3,0,0,Married,2.0,6,78750.0,16.0,2.0,5,2.5
15381,F,60,0,135000.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,67500.0,2.0,1.0,3,1.5
15382,F,30,0,135000.0,2,Secondary / secondary special,House / apartment,Core staff,1,0,1,Married,2.0,4,67500.0,32.0,2.0,3,1.5
15383,M,30,1,270000.0,0,Secondary / secondary special,House / apartment,Drivers,2,0,1,Married,3.0,14,90000.0,13.0,1.0,7,2.3333333333333335
15384,F,30,0,225000.0,1,Higher education,House / apartment,Commercial associate,2,0,0,Married,2.0,6,112500.0,43.0,1.0,6,3.0
15385,F,40,0,180000.0,2,Higher education,House / apartment,Working,2,0,0,Married,2.0,1,90000.0,58.0,1.0,5,2.5
15386,M,40,0,202500.0,1,Secondary / secondary special,House / apartment,Working,2,0,0,Married,2.0,0,101250.0,29.0,2.0,5,2.5
15387,M,30,0,180000.0,1,Secondary / secondary special,Municipal apartment,Drivers,2,0,1,Married,2.0,7,90000.0,29.0,0.0,5,2.5
15388,M,40,1,270000.0,2,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,3.0,-1000,90000.0,24.0,2.0,7,2.3333333333333335
15389,M,50,0,180000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,2,90000.0,51.0,2.0,5,2.5
15390,F,30,2,135000.0,0,Secondary / secondary special,House / apartment,Laborers,3,0,1,Separated,3.0,3,45000.0,5.0,1.0,3,1.0
15391,F,40,1,225000.0,2,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,3.0,-1000,75000.0,35.0,2.0,6,2.0
15392,M,30,2,112500.0,1,Secondary / secondary special,House / apartment,Working,2,0,0,Civil marriage,4.0,6,28125.0,38.0,2.0,3,0.75
15393,M,30,1,135000.0,0,Secondary / secondary special,House / apartment,Low-skill Laborers,3,0,0,Married,3.0,6,45000.0,33.0,2.0,3,1.0
15394,F,50,0,67500.0,0,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,33750.0,14.0,2.0,1,0.5
15395,F,40,0,157500.0,1,Secondary / secondary special,House / apartment,State servant,1,0,0,Married,2.0,8,78750.0,43.0,2.0,5,2.5
15396,F,50,0,135000.0,2,Higher education,House / apartment,Sales staff,2,0,0,Married,2.0,0,67500.0,3.0,0.0,3,1.5
15397,F,30,1,337500.0,1,Secondary / secondary special,House / apartment,Core staff,1,1,0,Married,3.0,9,112500.0,38.0,0.0,8,2.6666666666666665
15398,F,50,0,112500.0,0,Secondary / secondary special,House / apartment,Core staff,1,0,1,Married,2.0,15,56250.0,45.0,2.0,3,1.5
15399,F,30,0,180000.0,2,Higher education,House / apartment,Commercial associate,2,0,1,Married,2.0,0,90000.0,58.0,2.0,5,2.5
15400,M,30,0,166500.0,2,Secondary / secondary special,House / apartment,High skill tech staff,1,0,0,Married,2.0,8,83250.0,2.0,1.0,5,2.5
15401,F,40,0,270000.0,1,Secondary / secondary special,House / apartment,Managers,1,0,0,Married,2.0,1,135000.0,31.0,2.0,7,3.5
15402,F,40,1,135000.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Single / not married,2.0,17,67500.0,50.0,2.0,3,1.5
15403,F,30,0,270000.0,1,Secondary / secondary special,House / apartment,Drivers,2,0,1,Civil marriage,2.0,10,135000.0,56.0,1.0,7,3.5
15404,F,30,0,90000.0,0,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,8,45000.0,33.0,2.0,2,1.0
15405,F,40,0,225000.0,2,Higher education,House / apartment,Accountants,1,0,1,Married,2.0,8,112500.0,40.0,1.0,6,3.0
15406,M,20,1,270000.0,1,Higher education,House / apartment,Managers,1,1,0,Married,3.0,1,90000.0,3.0,1.0,7,2.3333333333333335
15407,F,40,0,67500.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Single / not married,2.0,0,33750.0,47.0,2.0,1,0.5
15408,M,30,2,180000.0,2,Higher education,House / apartment,Managers,1,0,0,Married,4.0,6,45000.0,25.0,1.0,5,1.25
15409,M,20,1,135000.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,3.0,4,45000.0,33.0,2.0,3,1.0
15410,F,50,0,180000.0,1,Higher education,House / apartment,Pensioner,1,0,0,Separated,1.0,-1000,180000.0,14.0,1.0,5,5.0
15411,F,40,0,112500.0,1,Secondary / secondary special,House / apartment,Medicine staff,1,0,0,Married,2.0,4,56250.0,42.0,2.0,3,1.5
15412,F,40,0,189000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,6,94500.0,24.0,1.0,5,2.5
15413,F,50,0,90000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,7,45000.0,10.0,1.0,2,1.0
15414,F,60,0,67500.0,1,Lower secondary,House / apartment,Pensioner,1,0,0,Single / not married,1.0,-1000,67500.0,20.0,2.0,1,1.0
15415,M,20,0,135000.0,1,Secondary / secondary special,Rented apartment,State servant,1,1,1,Married,2.0,6,67500.0,37.0,1.0,3,1.5
15416,M,40,2,225000.0,1,Secondary / secondary special,House / apartment,Drivers,2,0,0,Married,4.0,6,56250.0,20.0,0.0,6,1.5
15417,M,40,1,148500.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,3.0,14,49500.0,43.0,2.0,4,1.3333333333333333
15418,F,40,0,171000.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,1,Married,2.0,5,85500.0,51.0,0.0,5,2.5
15419,F,30,1,112500.0,1,Secondary / secondary special,Office apartment,Accountants,1,0,0,Married,3.0,7,37500.0,44.0,1.0,3,1.0
15420,M,30,1,405000.0,2,Higher education,House / apartment,Managers,1,0,0,Married,3.0,13,135000.0,30.0,2.0,8,2.6666666666666665
15421,F,40,0,180000.0,0,Secondary / secondary special,House / apartment,Core staff,1,0,1,Married,2.0,8,90000.0,10.0,2.0,5,2.5
15422,F,40,0,135000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,1,Single / not married,1.0,5,135000.0,30.0,2.0,3,3.0
15423,F,40,0,90000.0,0,Secondary / secondary special,House / apartment,Secretaries,2,0,1,Married,2.0,8,45000.0,32.0,0.0,2,1.0
15424,F,40,0,112500.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,0,56250.0,20.0,2.0,3,1.5
15425,M,40,1,202500.0,2,Secondary / secondary special,House / apartment,Drivers,2,0,1,Married,3.0,5,67500.0,27.0,0.0,5,1.6666666666666667
15426,F,50,0,225000.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Married,2.0,18,112500.0,39.0,2.0,6,3.0
15427,M,20,0,247500.0,2,Higher education,House / apartment,High skill tech staff,1,0,1,Single / not married,1.0,2,247500.0,51.0,1.0,7,7.0
15428,F,40,0,283500.0,0,Secondary / secondary special,Municipal apartment,Cooking staff,2,0,0,Married,2.0,13,141750.0,14.0,2.0,7,3.5
15429,F,50,1,202500.0,0,Secondary / secondary special,Municipal apartment,Cooking staff,2,0,0,Single / not married,2.0,17,101250.0,27.0,2.0,5,2.5
15430,F,30,3,405000.0,2,Secondary / secondary special,House / apartment,Accountants,1,0,0,Married,5.0,10,81000.0,22.0,2.0,8,1.6
15431,M,30,0,360000.0,1,Secondary / secondary special,House / apartment,Managers,1,0,0,Married,2.0,11,180000.0,53.0,2.0,8,4.0
15432,F,30,0,157500.0,0,Incomplete higher,House / apartment,Working,2,0,0,Separated,1.0,5,157500.0,-0.0,0.0,5,5.0
15433,F,30,0,225000.0,2,Higher education,House / apartment,Core staff,1,0,1,Single / not married,1.0,3,225000.0,18.0,2.0,6,6.0
15434,F,30,1,135000.0,1,Secondary / secondary special,With parents,Laborers,3,0,0,Married,3.0,6,45000.0,10.0,1.0,3,1.0
15435,F,60,0,333000.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Single / not married,1.0,-1000,333000.0,45.0,2.0,8,8.0
15436,F,60,0,225000.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Single / not married,1.0,-1000,225000.0,-0.0,1.0,6,6.0
15437,M,40,0,459000.0,1,Secondary / secondary special,House / apartment,Drivers,2,0,1,Married,2.0,0,229500.0,24.0,1.0,8,4.0
15438,M,40,1,292500.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,1,Civil marriage,3.0,8,97500.0,8.0,1.0,7,2.3333333333333335
15439,M,30,0,238500.0,2,Higher education,With parents,Laborers,3,0,0,Married,2.0,7,119250.0,29.0,2.0,7,3.5
15440,F,30,1,157500.0,0,Higher education,House / apartment,Laborers,3,0,1,Married,3.0,2,52500.0,6.0,2.0,5,1.6666666666666667
15441,M,20,1,495000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,3.0,0,165000.0,4.0,1.0,10,3.3333333333333335
15442,F,30,1,175500.0,1,Secondary / secondary special,Municipal apartment,Laborers,3,0,0,Single / not married,2.0,13,87750.0,26.0,2.0,5,2.5
15443,F,20,1,90000.0,0,Secondary / secondary special,With parents,Working,2,0,0,Married,3.0,2,30000.0,16.0,2.0,2,0.6666666666666666
15444,M,30,0,360000.0,1,Secondary / secondary special,House / apartment,Laborers,3,1,0,Married,2.0,2,180000.0,12.0,2.0,8,4.0
15445,F,30,0,180000.0,1,Higher education,House / apartment,Sales staff,2,1,0,Civil marriage,2.0,0,90000.0,12.0,2.0,5,2.5
15446,F,40,1,157500.0,0,Higher education,House / apartment,Sales staff,2,0,0,Married,3.0,0,52500.0,11.0,2.0,5,1.6666666666666667
15447,F,60,0,112500.0,1,Lower secondary,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,56250.0,16.0,2.0,3,1.5
15448,F,50,0,153000.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Separated,1.0,-1000,153000.0,16.0,2.0,4,4.0
15449,F,60,0,202500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Separated,1.0,-1000,202500.0,37.0,0.0,5,5.0
15450,F,40,0,135000.0,0,Secondary / secondary special,House / apartment,Working,2,0,0,Married,2.0,15,67500.0,44.0,1.0,3,1.5
15451,F,30,2,157500.0,1,Higher education,House / apartment,Commercial associate,2,0,0,Married,4.0,10,39375.0,46.0,2.0,5,1.25
15452,F,30,0,112500.0,0,Incomplete higher,With parents,Core staff,1,0,1,Single / not married,1.0,0,112500.0,12.0,0.0,3,3.0
15453,F,40,0,315000.0,2,Secondary / secondary special,House / apartment,Laborers,3,1,0,Separated,1.0,8,315000.0,15.0,1.0,8,8.0
15454,F,30,0,90000.0,1,Secondary / secondary special,House / apartment,State servant,1,0,0,Separated,1.0,0,90000.0,41.0,2.0,2,2.0
15455,M,20,0,157500.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,2,78750.0,23.0,2.0,5,2.5
15456,M,40,0,675000.0,1,Higher education,House / apartment,Managers,1,1,1,Married,2.0,3,337500.0,29.0,2.0,10,5.0
15457,F,60,0,135000.0,1,Higher education,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,67500.0,27.0,2.0,3,1.5
15458,F,40,0,58500.0,1,Secondary / secondary special,House / apartment,Laborers,3,1,0,Married,2.0,13,29250.0,1.0,1.0,1,0.5
